participant_id	input_dna_concentration	input_dna_volumne	mass_dna	batch	reads_raw_total	coverage_raw_reads	reads_collapsed_total	reads_collapsed_duplex	reads_collapsed_non_duplex	coverage_collapsed_reads	fragments_total	coverage_fragments
ccga_1749	12.21	6.14	74.96940000000001	H227CCCXY	2103945694	109642.3	111409546	37950187	73233880	3908.404	55715407	3906.916
ccga_1751	15.75	4.76	74.97	HL2GHALXX	1894715212	98716.08	105487466	33084274	72210529	3821.391	52774617	3819.895
ccga_1755	13.04	5.75	74.97999999999999	H72JLCCXY	2789985468	144034.3	95150284	32114062	62869140	3348.687	47586741	3347.415
ccga_1757	11.18	6.71	75.0178	HK5V2ALXX	2679748610	137353	113841500	37094355	76546896	4023.709	56933368	4021.903
ccga_1758	19.41	3.86	74.9226	H3NHFCCXY	1838876750	95943.85	124653048	39202474	85156495	4559.613	62336637	4557.646
ccga_1759	15.09	4.97	74.9973	HL2LKALXX	2007963510	102531.1	113458360	38971361	74286770	4098.641	56743399	4097.004
ccga_176	13.44	5.58	74.9952	H525TCCXY	1870468720	97177.65	107920488	33453023	74218929	3920.072	53968139	3918.653
ccga_1760	11.71	6.4	74.944	H3TMTCCXY	1900519168	94128.26	113505784	33567832	79715606	4142.58	56764101	4141.064
ccga_1761	12.15	6.17	74.9655	H2CTHCCXY	2017825894	103456.6	114301708	36814179	77173476	4045.128	57162053	4043.384
ccga_1763	12.83	5.85	75.0555	HL2JHALXX	2125332820	105956.4	108272958	34305094	73770815	3814.286	54146565	3812.397
ccga_1765	9.69	7.74	75.00059999999999	HCMTLCCXY	2973314908	155299.3	103655032	31153614	72366424	3598.261	51838522	3596.941
ccga_1766	13.83	5.42	74.9586	HKLWJALXX	1975984712	102917.1	109087296	33453888	75448389	3960.99	54556932	3959.123
ccga_1769	12.05	6.22	74.95100000000001	H3WLCCCXY	1960681210	102417.1	98955652	28067249	70716675	3628.148	49486985	3626.883
ccga_1771	11.88	6.31	74.9628	HKYYGALXX	2125673036	111073.4	106109914	31020363	74932748	3878.125	53066393	3876.76
ccga_1773	14.75	5.08	74.93	HKVYFALXX	1762224428	88857.59	109432548	38278230	70878757	3919.034	54728060	3917.259
ccga_1774	12.73	5.89	74.9797	H3TWKCCXY	2880909268	150048.1	99065674	26092955	72848302	3651.191	49544275	3649.904
ccga_1777	13.6	5.51	74.93599999999999	H3WTMCCXY	1769954568	91037.31	112895788	36669790	75997250	4025.074	56459557	4023.242
ccga_1778	12.4	6.05	75.02	H2HTMCCXY	1774035552	91239.81	122825266	40936966	81603862	4384.008	61428652	4382.008
ccga_1779	14.16	5.3	75.048	H3WGMCCXY	2784282504	143567	115634914	37726246	77748184	4119.89	57831688	4118.38
ccga_1780	17.28	4.34	74.9952	H3NYLCCXY	1803334314	91438.3	107982046	37081214	70621756	3875.387	54002872	3873.678
ccga_1783	12.35	6.07	74.9645	H55TCCCXY	2602738892	132332.7	114978534	36828249	77884766	4120.417	57503128	4118.804
ccga_1787	15.03	4.99	74.9997	HKVYFALXX	2041321164	105608.3	118298166	41081244	76911432	4235.691	59160130	4233.828
ccga_1788	13.67	5.49	75.0483	HKLVGALXX	1910697908	96954.2	89951120	27770329	62041532	3262.002	44984584	3260.795
ccga_1790	13.24	5.66	74.9384	HLC7CALXX	2724020688	143086.3	99638654	27471887	72009097	3680.426	49827987	3679.051
ccga_1792	13.56	5.53	74.9868	HH3VTALXX	1681136210	82288.39	122007586	47442572	74275817	4305.071	61014473	4303.259
ccga_1793	16.34	4.59	75.00059999999999	HLC33ALXX	2038852782	104076.5	108401494	35469357	72708187	3864.581	54210716	3862.764
ccga_1795	14.97	5.01	74.9997	H7CLMCCXY	1882908038	97625.34	122860808	39324492	83163883	4449.895	61442482	4448.24
ccga_1797	13.86	5.41	74.9826	H7537CCXY	1933849074	98812.66	101101672	29968623	70960452	3745.432	50563184	3743.724
ccga_1798	15.27	4.91	74.9757	HKWYJALXX	1824598470	92955.5	112592116	38952218	73396627	4044.384	56308003	4042.753
ccga_18	16.63	4.51	75.00129999999999	H75F7CCXY	1987923974	99852.86	98364872	33651164	64501257	3476.855	49194638	3475.322
ccga_1804	13.9	5.4	75.06	H2J3MCCXY	2041730118	103650.2	118619110	41436974	76967761	4204.672	59321511	4203.237
ccga_1805	13.68	5.48	74.96640000000001	HL5TCALXX	2003569448	102582.1	122814774	39649953	82887636	4450.048	61419529	4448.355
ccga_1807	15.14	4.95	74.94300000000001	H3HWYCCXY	1994876578	101449.8	101726356	33599755	67951491	3616.943	50875893	3615.599
ccga_1809	15.11	4.96	74.9456	H5TLTCCXY	2068855544	108230.3	96929224	27785636	68942960	3538.84	48473979	3537.576
ccga_1810	13.69	5.48	75.02120000000001	H3MYYCCXY	1833478748	94477.78	119078876	41315225	77446156	4279.399	59550435	4277.308
ccga_1815	14.25	5.26	74.955	HFY3MCCXY	2644254298	133292.6	127022084	51284525	75483522	4383.144	63523652	4381.542
ccga_1818	16.58	4.52	74.94159999999998	H5WWVCCXY	2051322628	104236.5	96149528	26481802	69526020	3516.104	48085467	3514.767
ccga_1819	16.1	4.66	75.02600000000001	H2HHJCCXY	1858956910	94446.57	91969576	29853949	61947898	3350.035	45994400	3348.852
ccga_1824	11.41	6.57	74.9637	HLCCLALXX	2037148806	103983	92314554	28009232	64127142	3306.187	46166657	3304.734
ccga_1828	18.25	4.11	75.00750000000001	HKNWGALXX	1992240214	103105.4	99147264	33504229	65431290	3568.1	49583425	3566.704
ccga_1830	13.27	5.65	74.9755	HCLFWCCXY	2402006310	125716.6	91290056	27710908	63431476	3343.171	45651873	3342.013
ccga_1834	11.7	6.41	74.997	HK5WYALXX	1975860918	97754.81	129395786	44723599	84411213	4703.765	64711764	4701.881
ccga_1835	14.35	5.23	75.0505	HCYGKCCXY	2633178622	137943.8	86693286	22093430	64487175	3237.031	43354481	3236.03
ccga_1838	9.99	7.51	75.0249	H23VHCCXY	1933185530	100113.3	125324276	38644200	86312546	4564.644	62670916	4562.589
ccga_1839	13.64	5.5	75.02000000000001	H3LLHCCXY	2642073034	138571.1	92593586	24147475	68304103	3414.159	46305042	3412.963
ccga_184	14.58	5.14	74.9412	H57C5CCXY	2060117146	101958.5	101878804	36191902	65411326	3598.284	50950697	3596.481
ccga_1840	11.36	6.6	74.976	HL23LALXX	1908073608	100025.7	113956398	36554952	77154584	4053.846	56990464	4052.115
ccga_1841	8.87	8.46	75.0402	H55L7CCXY	1957344392	100042.8	107579880	31957393	75390687	3767.394	53800816	3765.709
ccga_1842	8.96	8.37	74.9952	H3KGTCCXY	2839897896	146263.8	114010808	36032912	77807933	4054.463	57017570	4052.813
ccga_1843	22.67	3.31	75.0377	HCMW2CCXY	2910555958	146091.1	91458310	34742910	56519021	3519.344	45738250	3518.415
ccga_1845	12.54	5.98	74.9892	H77W2CCXY	1981172458	98594	122152092	40052053	81857686	4250.648	61091861	4248.753
ccga_1846	11.2	6.7	75.03999999999999	H77N7CCXY	1939331354	95354.58	126943376	48390802	78043759	4484.872	63482458	4482.719
ccga_1847	20.26	3.7	74.962	HFYWLCCXY	1960722410	100495.2	101265042	30683179	70344556	3621.05	50642698	3619.641
ccga_1849	10.74	6.98	74.96520000000001	H73THCCXY	1974576642	99312.8	110959664	35955317	74790391	3980.408	55492842	3978.721
ccga_1853	13.87	5.41	75.0367	H3WFNCCXY	1858448994	96759.07	94943740	27826810	66977681	3489.49	47482379	3488.242
ccga_1856	12.59	5.96	75.0364	H3WJTCCXY	2025627350	104746.1	102180408	29811410	72211290	3686.604	51100354	3685.276
ccga_1857	35.31	2.12	74.8572	H5C5NCCXY	2758731798	144460.8	112065028	33341785	78560781	4006.203	56044826	4004.658
ccga_1862	3.89	19.28	74.9992	HK7JJALXX	1892647584	99775.62	84783914	22276241	62396944	2991.499	42401906	2989.901
ccga_1865	14.03	5.35	75.06049999999999	HKWJYALXX	1925554868	90179.29	101571344	30247698	71096274	3748.804	50794907	3747.281
ccga_1866	13.8	5.43	74.934	HKVYTALXX	1723625578	85236.71	105294106	37212686	67832394	3750.634	52658660	3748.812
ccga_1868	16.42	4.57	75.03940000000001	H2J37CCXY	2490669050	130702.4	97965084	28491736	69317502	3626.701	48991433	3625.414
ccga_187	9.96	7.53	74.9988	H223CCCXY	2594916492	133643.3	118820442	37239556	81311908	4281.002	59419999	4279.193
ccga_1872	13.3	5.64	75.012	HK77VALXX	1892051374	93178.11	98148404	32269384	65691219	3538.237	49085891	3536.781
ccga_1876	12.04	6.23	75.00919999999999	H3WKLCCXY	1545176456	80435.26	111283460	32798765	78231459	4060.833	55675365	4059.302
ccga_1877	8.92	8.41	75.0172	HK7GNALXX	2029330600	106613.6	81559078	24370056	57009127	2969.882	40785866	2968.68
ccga_1878	13.85	5.42	75.067	HKVYWALXX	1731830170	88987.99	99574682	27352620	72049388	3663.672	49798665	3662.197
ccga_1880	11.05	6.79	75.0295	HCMTLCCXY	2251416714	117126.9	107125230	32272318	74700629	3804.972	53573278	3803.703
ccga_1881	14.28	5.25	74.97	HL2NGALXX	2075728422	108113.9	99270464	28368415	70723509	3672.324	49642295	3670.902
ccga_1887	17.35	4.32	74.95200000000001	H55KFCCXY	1968011564	102845.8	106832026	36002978	70564958	3881.593	53424006	3880.125
ccga_1888	16.32	4.6	75.07199999999999	HKWYJALXX	2024234514	105408.4	93206428	32165733	60846829	3323.619	46613633	3322.239
ccga_1889	13.63	5.5	74.965	HKCCNALXX	1906654804	96612.04	124407466	43472141	80707020	4479.518	62220127	4477.393
ccga_1891	14.46	5.19	75.04740000000001	HLCN5ALXX	1880115902	97233.8	106418820	32364086	73825863	3883.817	53217497	3882.442
ccga_1894	11.39	6.58	74.9462	H5VYHCCXY	1494711712	77624.72	79968204	21263993	58513897	2969.606	39991104	2968.392
ccga_1898	15.18	4.94	74.98920000000001	H7FH3CCXY	1777514908	84752.63	110320582	38991688	71008132	3914.712	55173188	3912.843
ccga_190	14.5	5.17	74.965	H3WKJCCXY	2721414248	140578.5	107717540	35866433	71683274	3838.616	53875040	3837.106
ccga_1903	10.04	7.47	74.99879999999999	HK7H3ALXX	1957894464	98131.72	89648694	34260069	55218938	3131.644	44834804	3130.174
ccga_1905	15.89	4.72	75.0008	HL7F2ALXX	1838297780	94656.19	107278830	35786283	71192999	3952.503	53651086	3950.917
ccga_1906	11.53	6.5	74.945	H7C5TCCXY	2574427800	130675.9	123529660	39505078	83773555	4400.816	61779490	4398.907
ccga_191	10.77	6.96	74.9592	H3WHCCCXY	1999362512	101101.5	113006926	31276913	80885813	4081.81	56508062	4078.999
ccga_1910	8.37	8.96	74.9952	H2HN7CCXY	1953669796	99146.75	99220306	33227817	65751011	3540.916	49618771	3539.436
ccga_1914	17.7	4.24	75.048	H5Y3VCCXY	2120476566	104730	107838812	37999259	69624711	3855.458	53932993	3853.812
ccga_1917	14.27	5.26	75.0602	H3NVFCCXY	1798886118	86573.13	123549546	44879523	78152650	4384.677	61784155	4382.702
ccga_1919	5.62	13.35	75.027	H2HN7CCXY	1776481868	86657.58	98110978	30408058	67352917	3504.45	49061666	3502.875
ccga_192	15.08	4.97	74.9476	HCYGTCCXY	2550474244	133153.8	109237430	35792192	73307860	3963.787	54630723	3962.371
ccga_1922	16.12	4.65	74.95800000000001	H5V3HCCXY	1762679740	90493.66	89393262	27422159	61798366	3240.519	44706132	3239.131
ccga_1923	10.97	6.84	75.0348	H5257CCXY	2900370938	152795.5	104467556	32016918	72257375	3736.062	52241618	3734.615
ccga_1927	12.32	6.09	75.0288	H5VVCCCXY	2833539102	145235.3	135040802	40489737	94309943	4869.266	67534778	4867.52
ccga_1928	13.36	5.61	74.9496	HCNTVCCXY	2186973294	108175.5	103551500	32756363	70578255	3765.887	51785924	3764.583
ccga_1930	15.38	4.88	75.0544	H7327CCXY	2123801358	109367.6	107187660	33195468	73811794	3858.656	53605762	3857.057
ccga_1931	12.2	6.15	75.03	HK5V2ALXX	2507879046	129115.1	98581586	32092901	66309143	3515.83	49301379	3514.36
ccga_1932	11.58	6.48	75.03840000000001	HLC7JALXX	1640088974	81295.21	106344476	35483056	70584043	3797.414	53181682	3795.019
ccga_1935	10.13	7.4	74.962	H3NKTCCXY	1621731186	83162.27	119961662	43836436	75732130	4303.004	59991540	4301.107
ccga_1936	14.64	5.12	74.9568	HH3VTALXX	1955771210	97285.24	127010824	49950483	76747307	4454.313	63518107	4452.347
ccga_1937	12.99	5.77	74.9523	HKWJYALXX	2002368270	97217.31	90007364	26271564	63585353	3296.388	45012601	3295.083
ccga_194	9.95	7.54	75.023	H2CWNCCXY	2637917694	137752.7	110865640	29372615	81307985	4058.061	55445441	4056.469
ccga_1941	15.47	4.85	75.0295	HFY5YCCXY	2434309344	122308.4	126855684	50212321	76302027	4469.175	63437852	4467.475
ccga_1947	11.62	6.45	74.949	H3KGTCCXY	2621311298	135164.5	113673856	37292246	76196412	4061.82	56850162	4060.243
ccga_1949	14.71	5.1	75.021	H5WWVCCXY	1995859652	101492.6	94046380	26793210	67109760	3431.611	47035824	3430.261
ccga_1950	9.81	7.65	75.04650000000001	H7CLMCCXY	2038276650	104239.4	92180826	31915747	60057993	3266.906	46099645	3265.757
ccga_1953	16.68	4.5	75.06	H3NKMCCXY	2001382596	101043.6	111633976	37379146	73980126	4032.844	55826793	4031.336
ccga_1955	13.03	5.76	75.05279999999999	H73NVCCXY	2906567828	149375.7	109669622	35645650	73852588	3942.563	54847347	3941.1
ccga_1956	12.74	5.89	75.0386	HKWJYALXX	1923020546	91608.26	90449774	27471478	62795718	3331.243	45233619	3329.918
ccga_1957	16.73	4.48	74.95040000000002	H2J3MCCXY	1855823280	92853.71	120545368	41817000	78522569	4273.17	60289873	4271.526
ccga_1959	11.96	6.27	74.9892	H3NVFCCXY	1804608558	89653.99	123913778	45731550	77786857	4382	61966890	4380.09
ccga_196	2.61	28.74	75.0114	H55K7CCXY	2094636970	104957.9	101570052	33885660	67469862	3646.641	50793518	3645.287
ccga_1962	15.27	4.91	74.9757	H3Y5YCCXY	2025338120	105974.2	99037808	32167439	66719848	3503.968	49531606	3502.456
ccga_1964	14.41	5.2	74.932	HK5TGALXX	1904516362	92461.96	126193700	49626321	76305445	4522.016	63111758	4520.167
ccga_1966	9.6	7.81	74.976	H3WHKCCXY	2015364238	106045	105738706	31974674	73574259	3842.491	52880444	3841.124
ccga_1967	13.01	5.76	74.93759999999999	HKWJ3ALXX	1958260016	96749.9	106268272	37506482	68540579	3754.061	53147668	3752.408
ccga_1968	13.8	5.43	74.934	H2J3FCCXY	2146316692	106918.2	101102558	31837922	69075456	3674.526	50561223	3673.286
ccga_197	13.59	5.52	75.01679999999999	HKLN2ALXX	2478819298	119798.8	122384854	45433024	76704542	4328.855	61205911	4327.027
ccga_1971	12.72	5.9	75.048	H3WHJCCXY	2820952872	148383	102004998	26591015	75265814	3762.72	51013778	3761.307
ccga_1974	12.92	5.8	74.93599999999999	HKLWMALXX	1828377728	86429.11	112119544	41331539	70531869	4011.69	56070921	4009.824
ccga_1975	11.1	6.76	75.036	HHVYHALXX	1938053778	88091.51	114102414	43974779	69878805	4032.342	57061464	4030.639
ccga_1979	14.88	5.04	74.99520000000001	HKMKFALXX	2005737138	105690.9	89880138	27798615	61936296	3290.408	44948468	3289.156
ccga_198	15.62	4.8	74.976	HCMV2CCXY	2099243186	109503.4	91729782	25374547	66227645	3394.294	45876939	3393.097
ccga_1988	14.95	5.02	75.04899999999999	H5YK5CCXY	2029396140	103254.4	115005374	39639225	75123676	4135.771	57516269	4134.03
ccga_1989	16.61	4.52	75.07719999999999	H5VKJCCXY	2742547698	139687.3	114727068	38575480	75938775	4224.119	57376080	4222.657
ccga_199	14.35	5.23	75.0505	HLCCKALXX	1940366200	97702.41	117461026	46325085	70846983	4101.564	58745791	4099.607
ccga_1990	7.08	10.59	74.9772	HK7GNALXX	1791332904	93714.52	90144550	27061503	62873719	3268.509	45080355	3267.089
ccga_1993	12.42	6.04	75.0168	H227FCCXY	2196837222	113834.6	114626052	33110179	81205102	4188.643	57323069	4186.935
ccga_1994	14.64	5.12	74.9568	HKYYJALXX	1851439446	95386.07	96578800	30409345	65986892	3481.231	48300810	3479.774
ccga_1995	13.84	5.42	75.0128	H77GFCCXY	2122399046	105550.1	100201046	33190414	66826262	3606.911	50111596	3605.584
ccga_1996	11.73	6.39	74.9547	HL23LALXX	1721420084	88497.59	113416904	35116628	78053362	4054.307	56722255	4052.573
ccga_1997	12.53	5.99	75.0547	HKMKFALXX	1913117892	100185.9	89202814	25543780	63520532	3300.461	44610105	3299.222
ccga_1998	13.15	5.7	74.955	H3YJYCCXY	2125262524	110326.1	114247156	37413749	76580314	4119.36	57134152	4117.894
ccga_200	15.29	4.91	75.0739	H527NCCXY	2679060594	136688.8	106896384	36213368	70490156	3831.068	53464088	3829.442
ccga_2002	11.26	6.66	74.9916	H3LH2CCXY	1937456364	100052.3	118031482	35943810	81802656	4301.634	59026152	4299.562
ccga_2004	15.4	4.87	74.998	H5NYFCCXY	2638910716	131547.3	128238198	47408994	80531395	4582.873	64134938	4580.208
ccga_2006	14.28	5.25	74.97	H573FCCXY	1824988252	92136	105206892	30551754	74487932	3816.175	52614110	3814.794
ccga_2007	13.69	5.48	75.02120000000001	H77HCCCXY	2018774448	105042.1	99645630	30429449	69070129	3600.357	49833821	3599.009
ccga_2009	10.97	6.84	75.0348	H2J3TCCXY	1900013162	97322.68	109750000	33543004	75993640	3926.735	54885075	3924.609
ccga_2012	13.82	5.43	75.0426	HL2CFALXX	2831172136	141249.2	127478328	48067852	79188302	4424.838	63755943	4422.845
ccga_2013	12.07	6.21	74.9547	HLCLGALXX	2304240728	120529.9	105584938	33667560	71601921	3845.216	52800338	3843.634
ccga_2014	11.49	6.53	75.0297	H5222CCXY	1972563836	102745.3	109612806	33349123	76061134	3978.531	54814983	3977.044
ccga_2017	9.72	7.72	75.0384	H3TKNCCXY	2539377136	131555.2	115506518	34294973	80997216	4193.311	57765173	4191.76
ccga_2021	13.89	5.4	75.00600000000001	HCN35CCXY	2018727114	102164.6	95465450	28806559	66519395	3474.504	47742337	3473.128
ccga_2024	11.81	6.35	74.9935	HHLMLALXX	1790754678	89372.99	109725440	31565721	77929381	4024.285	54872706	4022.773
ccga_2025	14.09	5.32	74.9588	H55HFCCXY	1705865482	87846.18	94589390	25567525	68841908	3490.174	47303238	3489.02
ccga_2030	13.64	5.5	75.02000000000001	H72Y3CCXY	2108578318	94211.23	112576612	41870967	70460771	3962.706	56303043	3961.128
ccga_2034	11.01	6.81	74.9781	H2HJGCCXY	1838952054	94524.44	111624262	35646653	75655038	3977.282	55823069	3975.476
ccga_2037	15.07	4.98	75.04860000000001	HL2NLALXX	1960804444	97397.51	108887494	40385666	68295507	3808.628	54454819	3806.924
ccga_2042	13.1	5.73	75.063	H7FG3CCXY	2956294084	151571.8	101531678	32276327	69088953	3723.366	50778180	3721.961
ccga_2049	10.84	6.92	75.0128	HK7LLALXX	1862243974	94247.09	123541174	46408521	76883592	4359.303	61784551	4357.541
ccga_205	13.47	5.57	75.0279	HLCKWALXX	2419588330	123774.7	115605568	38816061	76472718	4063.903	57811356	4061.914
ccga_2057	8.06	9.31	75.0386	HHVYHALXX	1926516050	89936.48	114802424	44057559	70501765	4105.348	57412688	4103.676
ccga_2058	14.75	5.08	74.93	H55K7CCXY	2017411732	101696.7	100574100	34962623	65395852	3608.467	50297475	3607.069
ccga_2059	13.49	5.56	75.00439999999999	HLC7MALXX	1982671448	102653.6	107050528	34678251	72138864	3900.155	53534481	3898.654
ccga_2063	17.2	4.36	74.992	HL32GALXX	2132267206	105470	105858104	34780327	70863679	3787.856	52939357	3786.414
ccga_2067	14.48	5.18	75.0064	HL2GJALXX	2110202864	104863.3	113094024	40151642	72719782	4046.68	56559772	4045.014
ccga_2068	13.9	5.4	75.06	H775WCCXY	2761019684	138610.1	123563860	43850317	79420312	4389.649	61794692	4387.092
ccga_207	13.58	5.52	74.96159999999999	HKY3HALXX	1900273702	96270.5	112866118	34039333	78624613	4020.825	56448334	4019.112
ccga_2071	14.36	5.22	74.9592	HLCN2ALXX	1679639716	87430.45	100442944	31247718	68946780	3686.255	50229607	3684.74
ccga_2079	8.81	8.51	74.9731	H7FH3CCXY	2100241264	103595.6	127188726	49459971	77426569	4387.693	63607908	4385.712
ccga_2080	12.85	5.84	75.044	H2J2YCCXY	2019489916	105854.7	93696544	29293137	64238976	3377.719	46856445	3376.433
ccga_2081	13.67	5.49	75.0483	HK77VALXX	2007663800	100437.2	100052452	33094012	66772791	3626.266	50036231	3624.82
ccga_2084	13.99	5.36	74.9864	HKWYJALXX	1996736604	102943.2	97395418	28888418	68319754	3541.863	48710175	3540.443
ccga_2085	14.5	5.17	74.965	HKCK2ALXX	1896553046	89021.12	115248178	42044582	72990834	4091.124	57637469	4089.123
ccga_2087	15.54	4.83	75.0582	HFWWVCCXY	2478908708	123638.3	137511416	54462012	82806618	4840.294	68772202	4838.525
ccga_209	11.99	6.26	75.0574	H7FCGCCXY	2016520688	100660.6	132597320	46177976	86125195	4653.312	66316441	4651.427
ccga_2091	13.71	5.47	74.9937	H55MKCCXY	2030373738	102234.7	111159488	36595942	74317095	3971.01	55592837	3969.282
ccga_2095	17.1	4.39	75.069	H5M3NCCXY	1999536584	103204.3	101089528	32269324	68633333	3595.051	50556178	3593.604
ccga_2096	13.34	5.62	74.9708	HKVYWALXX	1591765688	82683.23	89143914	21739374	67265435	3285.919	44583519	3284.572
ccga_21	11.86	6.32	74.9552	H3Y5YCCXY	2116245534	108156.5	95996556	33584044	62266222	3261.831	48010197	3260.227
ccga_2100	15.2	4.93	74.93599999999999	HL2FGALXX	1998928760	103827.7	93302158	26512370	66627473	3421.536	46661922	3420.148
ccga_2102	14.2	5.28	74.976	HKVYFALXX	1796094008	91695.14	105991636	38345290	67361430	3783.888	53007755	3782.085
ccga_2104	13.59	5.52	75.01679999999999	HKCGKALXX	2573067948	129380.2	129002368	45245105	83518922	4566.453	64514709	4564.405
ccga_2113	11.78	6.37	75.0386	H22C2CCXY	2007235580	99625.78	111633416	39002494	72297532	4012.646	55825336	4010.742
ccga_2114	14	5.36	75.04	H3WFTCCXY	1873937126	92948.7	119030974	37971146	80683246	4235.182	59525766	4233.271
ccga_2117	15.11	4.96	74.9456	HKLV3ALXX	2020346384	101439.8	117599870	36753089	80664612	4246.252	58816442	4244.332
ccga_2118	13.99	5.36	74.9864	HK73JALXX	2049923428	107835.8	113905014	34602933	79096466	4159.756	56965919	4158.11
ccga_2119	12.27	6.11	74.9697	H23TLCCXY	1833981596	92589.76	112715248	38494864	73838687	3938.005	56366796	3936.125
ccga_212	13.25	5.66	74.995	H2CKJCCXY	2602321792	135338.5	110439448	32956571	77252681	4022.646	55232351	4021.094
ccga_2120	16.32	4.6	75.07199999999999	H777LCCXY	2066982882	100111.2	97446708	34844223	62373129	3427.418	48731684	3425.966
ccga_2121	15.45	4.85	74.93249999999999	HL2N2ALXX	2668634322	137820.8	98791622	31412826	67193283	3552.127	49407068	3550.576
ccga_2125	12.15	6.17	74.9655	H3NKTCCXY	1827882832	95336.54	126060166	45462863	80148965	4501.522	63041848	4499.503
ccga_2126	15.19	4.94	75.0386	HL2TKALXX	2002129954	94549.66	115893986	44349816	71241804	4101.585	57959073	4100.021
ccga_2129	15.44	4.86	75.0384	HL2GJALXX	1998667718	101045.1	110860956	38030716	72634435	3983.288	55441997	3981.663
ccga_213	13.14	5.71	75.02940000000001	H3WJVCCXY	2724744528	141515.8	112153394	34540017	77440887	4092.404	56089352	4090.973
ccga_2130	15.25	4.92	75.03	H777TCCXY	2857711604	147095.2	108047896	34720152	73150733	3883.758	54034767	3882.211
ccga_2131	11.04	6.79	74.96159999999999	H2HJ7CCXY	1908556226	96325.91	99875362	34461481	65235747	3527.382	49948389	3525.866
ccga_2133	9.28	8.08	74.9824	H55HFCCXY	1902063344	101526.1	94684224	24712624	69807554	3365.682	47351458	3364.36
ccga_2134	14.96	5.01	74.9496	HKYWVALXX	1875114242	98205.81	94352248	26172786	68027431	3498.62	47185974	3497.232
ccga_2135	13.53	5.54	74.9562	H22LLCCXY	1893733858	98776.98	108550334	34246619	74079075	3880.185	54285992	3878.578
ccga_2139	12.37	6.06	74.9622	H7C5TCCXY	2435984948	120527.2	118643710	37418588	80968189	4219.259	59335529	4217.454
ccga_2140	13.68	5.48	74.96640000000001	H2CKMCCXY	1862960228	96154.27	96004670	27050888	68777260	3478.396	48014351	3476.981
ccga_2141	11.64	6.44	74.9616	H227CCCXY	1856944590	95850.87	115416406	41887679	73291000	3997.178	57720871	3995.514
ccga_2142	12.98	5.78	75.0244	H3ML5CCXY	2181834986	109208.5	126688776	40325455	86063014	4563.822	63355283	4561.898
ccga_2144	12.65	5.93	75.0145	H5WFTCCXY	2774537844	143170.3	116717658	38143693	78376169	4197.917	58373424	4196.216
ccga_2145	15.49	4.84	74.9716	H3HMVCCXY	1881946414	91275.89	105127770	34673785	70104393	3756.079	52573968	3754.599
ccga_2148	10.64	7.05	75.012	H23VFCCXY	2531574692	131035	114539266	34650657	79659015	4197.34	57279946	4195.713
ccga_2150	11.36	6.6	74.976	H5257CCXY	2151010694	112482.1	108511072	31862056	76387124	3989.382	54263187	3987.996
ccga_2154	10.99	6.82	74.9518	H527LCCXY	2066548150	104804.2	115860390	35849407	79811028	4213.551	57942769	4211.836
ccga_2156	13.39	5.6	74.984	H3NVKCCXY	1973678332	103543.2	94919854	28568439	66152061	3463.261	47467883	3461.843
ccga_2157	12.64	5.93	74.9552	H23TLCCXY	1906348480	96403.86	121380842	41698484	79266978	4277.147	60700789	4275.227
ccga_2158	10.56	7.1	74.976	H55H2CCXY	1709586800	86311.21	124357158	46875439	77095807	4300.966	62186648	4299.121
ccga_2163	16.64	4.51	75.0464	HL2TKALXX	1888894034	91787.5	116050716	42909622	72877238	4119.682	58037895	4118.093
ccga_2167	9.85	7.61	74.9585	HL2TNALXX	2087617136	107034.9	97226972	31804444	65279210	3410.579	48625011	3409.263
ccga_2168	13.06	5.74	74.96440000000001	HL7F2ALXX	2006078726	102198.3	116695344	38350088	77986225	4299.961	58359345	4298.204
ccga_2172	14.33	5.23	74.94590000000001	H77W3CCXY	2053031486	104690.5	100082926	29797971	70131956	3634.341	50052417	3632.932
ccga_2174	14.22	5.27	74.93939999999999	HLCMTALXX	1734568598	83864.65	113666930	38612660	74585880	4076.264	56842900	4074.33
ccga_2175	12.35	6.07	74.9645	H3NHFCCXY	1675847122	86785.19	119919170	39541720	80097559	4313.287	59971191	4311.327
ccga_2176	17.13	4.38	75.0294	HL2J2ALXX	2726636230	138923.4	124280914	44549122	79498679	4408.477	62157420	4406.558
ccga_2177	15.51	4.84	75.0684	HF23MCCXY	2252691918	113640.1	101523020	30126661	71229097	3677.7	50772881	3676.341
ccga_2178	12.51	6	75.06	HLC7JALXX	1909280386	94696.87	110062630	34538141	75246175	3958.995	55043007	3956.615
ccga_2179	11.84	6.33	74.9472	H55FVCCXY	1916107292	98605.87	111904766	35344811	76286315	3941.318	55961866	3939.764
ccga_218	14.3	5.24	74.932	H3YJ3CCXY	2004997786	102660.5	106032814	34690936	71091945	3822.475	53028315	3820.943
ccga_2180	14.45	5.19	74.9955	H5WHJCCXY	2457584212	127189.4	89817038	29253509	60398608	3173.869	44916243	3172.79
ccga_2181	11.83	6.34	75.0022	H3WJTCCXY	2067322500	108777.7	101840824	29253386	72423300	3741.084	50930422	3739.819
ccga_2183	13.6	5.51	74.93599999999999	H3WWFCCXY	1994803704	102117.7	114520884	40184737	74091200	4091.42	57270399	4089.669
ccga_2184	10.42	7.2	75.024	H77VYCCXY	2427246030	126048.5	120079322	36292536	83560063	4378.357	60053413	4376.769
