participant_id	input_dna_concentration	input_dna_volumne	mass_dna	batch	reads_raw_total	coverage_raw_reads	reads_collapsed_total	reads_collapsed_duplex	reads_collapsed_non_duplex	coverage_collapsed_reads	fragments_total	coverage_fragments
ccga_100	12.44	6.03	75.0132	H7C7YCCXY	2223690542	108546.1	104250004	37997424	66016659	3714.671	52134060	3713.306
ccga_1000	13.34	5.62	74.9708	H5VNFCCXY	1775032048	94938.03	87189010	22336187	64690904	3229.035	43602818	3227.626
ccga_1005	13.47	5.57	75.0279	H73FYCCXY	2543532786	129804.7	108244702	38917356	69129850	3817.16	54134878	3815.782
ccga_1007	12.9	5.81	74.949	H77WCCCXY	2118148168	105951.9	125523076	38087408	87213549	4535.767	62774346	4534.069
ccga_1012	13.91	5.39	74.97489999999999	HKML5ALXX	2065314882	105913.1	111033106	35900582	74944196	3981.909	55530032	3980.071
ccga_1013	12.62	5.94	74.9628	H77CLCCXY	2086844584	103777.6	110819668	35277370	75332822	3972.421	55424048	3970.875
ccga_1014	11.87	6.32	75.0184	H3LKHCCXY	1698467370	86938.71	117736014	38840114	78644048	4276.325	58881487	4274.315
ccga_1015	15.31	4.9	75.019	HH3VTALXX	1879816632	96280.72	123445842	46814313	76335666	4353.228	61733843	4351.414
ccga_1019	20.87	3.59	74.9233	HKWMHALXX	1867033272	92579.61	90069458	30408600	59463998	3219.635	45044913	3218.267
ccga_102	10.58	7.09	75.012199999999993	H2CWNCCXY	2470976524	129203	109889012	27922737	81793775	3996.641	54955745	3995.032
ccga_1022	12.4	6.05	75.02	HL2NGALXX	2091483906	107639.2	103015994	29230470	73608298	3710.071	51517015	3708.441
ccga_1023	14.68	5.11	75.01480000000001	H2J7NCCXY	2469791132	129341.7	98345704	30968518	67218866	3513.749	49182316	3512.513
ccga_1031	13.6	5.51	74.93599999999999	H55FMCCXY	2049457880	105314.8	112192356	37574268	74303116	4049.586	56105477	4048.063
ccga_1032	12.85	5.84	75.044	H2J57CCXY	1850073444	94071.61	118541470	40233482	78049735	4186.739	59282765	4184.69
ccga_1033	15.04	4.99	75.0496	H3TNMCCXY	2047856164	97954.16	119915486	34013791	85693002	4418.367	59968535	4416.701
ccga_1034	14.91	5.03	74.99730000000001	H2J3FCCXY	2023898352	101108.5	105543658	33997455	71359340	3803.948	52784739	3802.518
ccga_1037	13.3	5.64	75.012	HKWMLALXX	1862327310	90433.46	110959210	39183111	71486201	4014.469	55491147	4012.744
ccga_1039	18.63	4.03	75.0789	H225LCCXY	2494659498	125043.4	103994454	37776390	65976988	3709.41	52006300	3707.905
ccga_104	12.9	5.81	74.949	H5VNFCCXY	1940489594	99031.86	96381590	25988849	70194565	3522.267	48200580	3520.563
ccga_1041	12.43	6.03	74.9529	H2CTJCCXY	1983388852	100616.5	119516824	38791845	80356475	4279.591	59770589	4277.752
ccga_1046	15	5	75	H57F3CCXY	2739624442	140884.5	108536246	35088242	73166811	3938.315	54275853	3936.769
ccga_1049	17.44	4.3	74.992	H73V5CCXY	1794874624	91694.39	105846636	33485094	72163749	3813.424	52934220	3812.05
ccga_105	12.92	5.8	74.93599999999999	H2FC2CCXY	2458233252	126152.6	103777666	35024822	68549255	3639.541	51899221	3638.004
ccga_1053	13.73	5.46	74.9658	HCT3LCCXY	2066465974	102610.3	106595038	35702029	70569471	3858.429	53305574	3857.021
ccga_1055	17.31	4.33	74.9523	HG2JYCCXY	1969733188	93417.25	134926590	58179252	76300989	4608.975	67474328	4607.036
ccga_1057	11.17	6.71	74.9507	H527NCCXY	2793770376	143295.2	113256708	36377717	76697732	3936.424	56645406	3934.605
ccga_1058	8.55	8.77	74.9835	HL322ALXX	3064547360	158586.7	109105682	31596509	77336051	3974.847	54563703	3973.366
ccga_1059	15.03	4.99	74.9997	HCMNWCCXY	2751509996	141205.1	102545248	32687789	69683432	3746.521	51283528	3745.06
ccga_1062	13.12	5.72	75.04639999999999	H5W5YCCXY	2170213564	109777.6	96953322	30585695	66194644	3420.024	48487042	3418.601
ccga_1065	11.58	6.48	75.03840000000001	HL5WLALXX	1980713834	97258.64	121538272	42404186	78845231	4356.334	60781648	4354.348
ccga_1066	13.49	5.56	75.00439999999999	H72WJCCXY	1992741750	100883.6	98169844	29857964	68093117	3559.378	49094995	3558.043
ccga_1068	15.5	4.84	75.02	HL32GALXX	1887304836	91715.54	101723854	31803499	69707105	3654.729	50871975	3653.334
ccga_107	11.84	6.33	74.9472	H3YTKCCXY	2627189386	136602.3	108981438	34016578	74751936	3894.665	54499717	3893.21
ccga_1073	12.7	5.91	75.057	H527NCCXY	2568652146	131395.4	116980550	37475933	79297487	4227.233	58509473	4225.397
ccga_1075	12.69	5.91	74.9979	HCMK5CCXY	2071546822	102415.2	117890042	37265304	80426970	4239.256	58956761	4237.587
ccga_1078	12.63	5.94	75.02220000000001	H3WMLCCXY	1941333138	99313.47	114619776	34626079	79761715	4128.091	57320950	4126.354
ccga_1079	14.29	5.25	75.0225	H55T5CCXY	2848630888	148269.6	101184588	26755227	74302093	3691.562	50603243	3689.65
ccga_1082	14.06	5.33	74.9398	H73FFCCXY	2467253890	128380.9	95898962	26401971	69366571	3507.369	47960213	3506.112
ccga_1083	15.37	4.88	75.0056	HCN35CCXY	2147721994	107577.2	95177898	28998952	66032726	3493.582	47599267	3492.196
ccga_1084	13.74	5.46	75.0204	HCNYGCCXY	2583855880	127122.8	103091860	32053239	70865590	3664.508	51557003	3662.718
ccga_1087	13.02	5.76	74.9952	HK5V7ALXX	2120398580	103055.3	129179406	44951662	83941703	4635.935	64603525	4633.736
ccga_1089	11.92	6.29	74.9768	H3WJHCCXY	1967475360	102441.4	95521182	25350687	70011938	3502.293	47771036	3501.007
ccga_109	12.94	5.8	75.05199999999999	H55JLCCXY	1780534938	87742.55	115059304	43544199	71229378	4074.222	57540814	4072.52
ccga_1090	14.26	5.26	75.0076	H77LCCCXY	1881029932	95574.67	96082764	30543053	65326875	3518.442	48049772	3517.069
ccga_1092	11.5	6.52	74.97999999999999	H2CVHCCXY	2326681636	120332.7	123773248	38662333	84814947	4416.654	61899736	4414.717
ccga_1094	13.71	5.47	74.9937	HK5HVALXX	2653989800	133713.5	134904884	48328038	86346161	4843.886	67469506	4841.815
ccga_1096	16.16	4.64	74.9824	HL2GWALXX	1935350446	98122.54	95365396	30651919	64537565	3401.582	47693735	3400.233
ccga_1099	10.71	7	74.97	H223CCCXY	2214642420	113147.5	115364838	37091099	77972480	4263.512	57691909	4261.906
ccga_110	12.82	5.85	74.997	H2CKMCCXY	2110233284	107777.5	98632532	29767151	68681984	3517.384	49326880	3515.912
ccga_1101	13.35	5.62	75.027	H5WKCCCXY	2197642878	108381.5	108304404	35852356	72278300	3902.838	54165443	3901.388
ccga_1102	11.4	6.58	75.012	HL5MYALXX	2073335314	108517.4	116834050	32440539	84192137	4322.027	58429431	4320.342
ccga_1103	14.37	5.22	75.0114	HL2TCALXX	2504429840	127229.7	117999748	38739885	79047711	4206.692	59014454	4205.008
ccga_1106	13.97	5.37	75.0189	H2HGNCCXY	2777940678	143323.7	111172824	34003228	76990322	4038.191	55598429	4036.635
ccga_1107	13.08	5.73	74.9484	HK777ALXX	2660506146	135506.8	126946832	42869605	83854884	4552.78	63489191	4550.962
ccga_1108	12.98	5.78	75.0244	HLC7WALXX	2059823076	107596.5	102627326	29721071	72737832	3752.904	51325813	3751.544
ccga_111	11.19	6.7	74.973	HK73JALXX	1853283896	94837.47	122717348	38684736	83802431	4492.302	61371498	4490.597
ccga_1113	9.43	7.95	74.9685	HL2MYALXX	1947683796	98840.95	99815884	29753295	69896604	3619.67	49917338	3618.15
ccga_1115	15.52	4.83	74.9616	HLC33ALXX	2070437182	105447.2	109869684	34984330	74659577	3951.565	54944822	3949.809
ccga_1117	12.54	5.98	74.9892	H7C5FCCXY	1643429832	81146.13	111996120	35537959	76239696	4032.928	56012898	4031.09
ccga_112	11.03	6.8	75.00399999999999	H77H3CCXY	2703778442	138171	142054492	46167886	95625346	5068.435	71042342	5066.563
ccga_1120	13.79	5.44	75.0176	H5WFYCCXY	1771428256	89072.26	115686196	37471773	77858330	4190.699	57852992	4188.772
ccga_1123	14.01	5.35	74.95349999999999	H5Y5LCCXY	2679824578	137129.6	122403770	42578563	79529384	4352.884	61214680	4351.115
ccga_1125	6.08	12.34	75.0272	HK7JJALXX	1954376240	102247.5	95437210	25382750	69915350	3408.397	47729197	3406.552
ccga_1126	14.33	5.23	74.94590000000001	H73KWCCXY	2705609902	138160.9	116527070	40857451	75470253	4096.788	58277960	4095.222
ccga_1129	12.47	6.01	74.9447	H2CW7CCXY	1723648416	88662.69	101864628	26009936	75661045	3706.034	50942081	3704.611
ccga_1133	15.66	4.79	75.0114	H3WK3CCXY	1950874970	98252.73	95672006	34666559	60824472	3363.994	47845525	3362.77
ccga_1134	16.71	4.49	75.0279	H2HHJCCXY	1879057644	92758.99	90540686	30425904	59924141	3283.468	45280967	3282.213
ccga_1137	13.04	5.75	74.97999999999999	H3WGKCCXY	2802904658	144136.8	111540906	34582548	76783527	4071.358	55785725	4069.789
ccga_1138	12.82	5.85	74.997	H3YVFCCXY	1953608476	97622.11	112351572	35635541	76348354	4091.562	56187051	4089.795
ccga_1139	12.61	5.95	75.0295	HK5HWALXX	1967548850	98446.17	118540294	38730089	79574896	4311.977	59284051	4310.191
ccga_1140	14.24	5.27	75.0448	HKLWJALXX	1861534030	96327.18	107383574	33224161	73980575	3898.757	53704417	3896.95
ccga_1142	6.89	10.89	75.0321	HK3WNALXX	1916361368	90142.79	123046704	43585313	79169723	4410.593	61534711	4408.431
ccga_1143	13.71	5.47	74.9937	HKLV3ALXX	2157427964	107576	117060638	38491908	78371375	4246.672	58544693	4244.949
ccga_115	13.2	5.68	74.976	H5WFYCCXY	2178659796	110143.9	112854086	35497867	77103314	4058.857	56438338	4057.051
ccga_1150	12.34	6.08	75.0272	H3WG2CCXY	2660163984	136333.5	114249448	34869723	79190927	4092.189	57136768	4090.684
ccga_1151	14.21	5.28	75.0288	H22KGCCXY	2682736986	139292.1	110576224	37421607	72945685	3912.112	55299333	3910.489
ccga_1152	11.71	6.4	74.944	HKMKFALXX	1988345376	104613	101189922	27703283	73337567	3758.515	50603688	3757.085
ccga_1155	14.02	5.35	75.00699999999999	H3YNGCCXY	2005869176	102729.8	106290776	32562596	72955447	3797.102	53150657	3794.722
ccga_1157	13.97	5.37	75.0189	HL23KALXX	1804727006	90042.67	102585862	30183768	72180577	3790.353	51303168	3788.888
ccga_116	12.74	5.89	75.0386	H3WYYCCXY	2360544500	124114.4	97693514	24920063	72642144	3627.454	48857196	3626.271
ccga_1163	12.77	5.87	74.9599	H5737CCXY	2574565758	132389.4	117889008	35893213	81759163	4256.026	58954609	4254.357
ccga_1164	7.22	10.39	75.0158	H22NTCCXY	1651108178	86547.12	79051682	26465394	52433856	2807.98	39533003	2806.898
ccga_1165	13.76	5.45	74.992	H5753CCXY	1807305228	90317.08	88823852	25112512	61228414	3126.703	44298090	3122.254
ccga_117	8.02	9.35	74.987	H77Y2CCXY	2036051746	102611.3	128618724	33117271	95235784	4720.97	64324009	4719.085
ccga_1173	6.59	11.38	74.9942	H3YGJCCXY	2741171104	142885.3	105860130	29519471	76203192	3734.96	52941851	3733.579
ccga_1174	11.96	6.27	74.9892	H22LLCCXY	1996491866	102984.9	111026312	34709775	76091227	3899.805	55523550	3898.049
ccga_1176	12.52	5.99	74.9948	H2HJCCCXY	1961156168	101584.6	106063716	30351749	75501024	3873.419	53041602	3872.035
ccga_1177	13.6	5.51	74.93599999999999	H3KVCCCXY	2508100072	129976.4	114895864	39499392	75186186	4118.551	57460437	4116.756
ccga_1178	13.63	5.5	74.965	H3WFTCCXY	2044856968	102640.7	124186182	39335757	84521023	4411.42	62104240	4409.475
ccga_1179	13.6	5.51	74.93599999999999	HKY3HALXX	1936889346	99756.63	119326524	36661888	82433321	4309.58	59676368	4307.86
ccga_1180	13.01	5.76	74.93759999999999	HL7F2ALXX	1753520468	88274.17	109742226	35501225	73917657	4052.042	54880123	4050.44
ccga_1181	12.08	6.21	75.0168	H2HJCCCXY	2000768324	101238.7	112826008	34311199	78277441	4042.924	56424606	4041.351
ccga_1184	12.2	6.15	75.03	H2CVVCCXY	1846480350	95992.23	112083826	34393686	77304876	4052.694	56051121	4051.044
ccga_1185	15.5	4.84	75.02	H3WMGCCXY	1762500722	91355.67	118546362	38932723	79372146	4273.04	59287969	4271.306
ccga_1186	10.83	6.93	75.0519	HHTHVALXX	2583599594	131931.3	99474284	32297916	67003075	3470.945	49749416	3468.987
ccga_1187	14.08	5.33	75.0464	HL7FJALXX	1837516410	90948.07	119077630	41582920	77106801	4306.167	59549434	4304.1
ccga_1188	13.91	5.39	74.97489999999999	H3LH2CCXY	1942886500	99409.51	117811930	32670249	84884131	4217.991	58916893	4215.596
ccga_119	12.36	6.07	75.0252	H22Y7CCXY	2678466210	136862.3	133348646	45245946	87841466	4692.726	66689441	4690.745
ccga_1191	14.46	5.19	75.04740000000001	HG2LYCCXY	2006753980	97717.35	124965562	48983526	75528124	4367.281	62493668	4365.601
ccga_1192	11.64	6.44	74.9616	H3YV2CCXY	1961433074	95970.22	117311274	38185927	78818388	4180.833	58665024	4179.239
ccga_1193	17.37	4.32	75.03840000000001	HKNWGALXX	2121850528	110145.3	110192130	35826389	74140929	3987.045	55107387	3985.54
ccga_1194	13.54	5.54	75.0116	H3TL3CCXY	1894077230	97790.11	107261598	36109170	70914603	3766.425	53641765	3764.862
ccga_1195	15.87	4.73	75.0651	HCN5GCCXY	2622681988	135535.5	101179842	31600842	69425159	3668.03	50601536	3666.633
ccga_1199	15.3	4.9	74.97000000000001	HKLLCALXX	2072405058	106383.8	114924668	42103698	72585494	4097.597	57474275	4095.79
ccga_12	12.83	5.85	75.0555	H3LKHCCXY	1761730476	89089.67	124840636	41866375	82680816	4533.258	62433999	4531.117
ccga_120	14.14	5.3	74.94200000000001	H2HGMCCXY	2033989862	107113	118692656	37491330	81007842	4261.02	59359057	4259.383
ccga_1200	13.3	5.64	75.012	H5W53CCXY	1775481224	92703.02	81118372	17394768	63595724	3019.428	40565872	3018.392
ccga_1202	14.36	5.22	74.9592	HKYWVALXX	2006986292	103213	98092708	28651454	69283763	3590.117	49056478	3588.636
ccga_1207	13.07	5.74	75.0218	H2HGNCCXY	2663694938	137425.9	110057266	32767792	77103725	4027.995	55040826	4026.431
ccga_1208	14.95	5.02	75.04899999999999	HF3WYCCXY	1905992174	95704.04	99685154	33621299	65908496	3579.236	49853549	3577.943
ccga_121	15.07	4.98	75.04860000000001	H5VVCCCXY	2686223618	137042.8	136356536	41548158	94552416	4955.573	68194172	4953.744
ccga_1210	11.48	6.53	74.96440000000001	HL2NCALXX	2006202836	100475.3	100308370	33819674	66295717	3513.707	50166302	3511.849
ccga_1211	13.37	5.61	75.0057	H3TNNCCXY	2269969304	117340.6	110260966	33571975	76506955	4032.001	55141933	4030.499
ccga_1213	15.09	4.97	74.9973	H77JGCCXY	2042789994	101142.8	112699210	34297724	78184321	4024.456	56362916	4022.654
ccga_1214	10.68	7.02	74.97359999999999	H2FCGCCXY	1981971724	100500.9	117214558	34929993	82050988	4236.399	58620764	4234.837
ccga_1215	12.82	5.85	74.997	H573TCCXY	1759606416	92354.6	106714794	30900896	75611049	3879.509	53367013	3878.065
ccga_1216	11.89	6.31	75.0259	HK3WNALXX	2042451194	101229.2	117022028	39264697	77548395	4184.559	58523012	4182.514
ccga_1219	13.83	5.42	74.9586	HKWMJALXX	2649495062	127729.6	122050734	35917607	85879541	4438.646	61040764	4436.661
ccga_1224	16.52	4.54	75.0008	H55KFCCXY	1866505550	94941.14	108477842	37781550	70402972	3881.053	54250243	3879.486
ccga_1226	12.53	5.99	75.0547	H2CTJCCXY	1905653660	97351.46	115489666	37310892	77854291	4116.198	57756765	4114.443
ccga_1228	13.58	5.52	74.96159999999999	H72VLCCXY	1794290006	85898.55	114847810	39266590	75319794	4114.023	57435182	4112.521
ccga_1230	6.61	11.35	75.0235	H55T5CCXY	2721394850	141099.4	103069120	29430850	73490069	3745.903	51546242	3744.058
ccga_1234	13.48	5.56	74.94879999999999	HL2F2ALXX	2534658140	129896.6	113279460	35587931	77497073	4115.458	56652627	4113.523
ccga_1235	19.39	3.87	75.0393	HFY2HCCXY	2579634750	129811.5	128135506	46811740	81028921	4504.384	64079524	4502.69
ccga_1236	6.13	12.23	74.9699	HL5WLALXX	2010277974	100617.5	116536682	38177721	78106480	4166.287	58278547	4164.425
ccga_1237	14.03	5.35	75.06049999999999	HLCLGALXX	2471640244	127351.8	122702602	40839699	81388218	4472.64	61359891	4470.725
ccga_1238	11.28	6.65	75.012	HL2CVALXX	2005657108	104333.1	101220342	29349867	71696539	3707.84	50619960	3706.396
ccga_1239	11.94	6.28	74.9832	H2J3TCCXY	1739742266	87634.82	107688798	31388692	76034700	3963.172	53854331	3961.296
ccga_124	19.25	3.9	75.075	H75JVCCXY	1860573896	93983.42	90310658	25526423	59409334	3060.405	44357535	3056.702
ccga_1240	12.29	6.1	74.969	H2CVLCCXY	2637248894	134230.5	128417052	45159891	82933450	4546.711	64220782	4544.847
ccga_1241	11.46	6.54	74.9484	HKLMGALXX	1924271478	92659.87	102217646	33961232	68087418	3678.544	51117151	3677.055
ccga_1242	12.88	5.82	74.9616	H3LJMCCXY	1858719152	94671.4	116889820	43157121	73473654	4130.063	58458745	4128.325
ccga_1244	16.35	4.59	75.04650000000001	H73V5CCXY	1936026898	100736.3	108808378	32777743	75817638	3924.75	54415939	3923.3
ccga_1249	16.78	4.47	75.0066	H5Y5LCCXY	2705007472	138555.1	112835086	36804390	75789899	4024.942	56428682	4023.42
ccga_125	14.4	5.21	75.024	HLCMYALXX	2374052022	121372.3	135368102	45726846	89237070	4853.043	67699040	4850.911
ccga_1250	14.83	5.06	75.0398	H2HNCCCXY	2020736480	101694.5	105320668	36120840	68955495	3748.335	52671250	3746.579
ccga_1252	10.98	6.83	74.99340000000001	H3YGGCCXY	1984093464	102993.3	110883914	33424123	77291297	3970.725	55457137	3968.979
ccga_1253	10.82	6.93	74.9826	H2257CCXY	2467124952	127104.2	105527888	34850657	70437790	3791.437	52772968	3789.92
ccga_1256	13.65	5.49	74.9385	HK5TGALXX	1911949020	86853.07	137536410	56254960	80949418	4838.912	68784668	4836.826
ccga_1259	13.19	5.69	75.0511	HCLJTCCXY	2289137742	114860.1	106461670	35840222	70433826	3786.289	53243126	3784.875
ccga_1260	15.37	4.88	75.0056	H5WWTCCXY	2673994298	137653	113382714	39599717	73584799	4054.246	56703793	4052.665
ccga_1261	11.86	6.32	74.9552	HHVG7ALXX	2490118588	122848.4	122135466	43576357	78340953	4291.356	61079980	4289.473
ccga_1262	11.48	6.53	74.96440000000001	H2HLVCCXY	1822908406	93453.75	98295586	31620393	66417107	3507.859	49156265	3506.521
ccga_1264	11.79	6.36	74.9844	H73KYCCXY	1432337162	72160.86	105283600	33341769	71647875	3751.246	52648839	3749.382
ccga_1269	12.23	6.13	74.9699	H5CCHCCXY	2004579558	101359.7	131745566	44928907	86463955	4635.692	65884679	4633.369
ccga_1271	12.47	6.01	74.9447	HL7FJALXX	1916994580	93207.99	113434526	37272111	75792971	4096.108	56727401	4094.127
ccga_1272	13.43	5.58	74.9394	H57F3CCXY	2745752424	141855	104647996	34199983	70194394	3789.564	52331482	3788.053
ccga_1273	13.93	5.38	74.9434	HCYGFCCXY	2845059250	147163.5	104127442	33237644	70740489	3782.159	52074690	3780.645
ccga_1274	11.47	6.54	75.0138	H72JLCCXY	2566861918	132491.4	86801886	30323304	56322724	3040.262	43414186	3039.023
ccga_1275	14.85	5.05	74.99249999999999	HKWYHALXX	2444419426	124336	104471016	33606676	70677778	3748.614	52248859	3746.987
ccga_1276	12.42	6.04	75.0168	HKMKFALXX	1905198724	98448.98	93399256	30119307	63128282	3408.137	46707019	3406.843
ccga_1278	13.15	5.7	74.955	H55TCCCXY	2618517972	132366	113562856	39136954	74167931	4077.316	56794015	4075.785
ccga_128	15.04	4.99	75.0496	H2HHLCCXY	1881983308	91285.8	117544308	41833466	75354171	4189.552	58785566	4187.804
ccga_1280	11.57	6.48	74.9736	HLC37ALXX	2892256456	150581.9	124262098	37086556	87001738	4440.96	62146847	4439.173
ccga_1282	14.64	5.12	74.9568	HKWJWALXX	1960484954	101228.3	99130266	27248558	71711067	3583.259	49576127	3581.845
ccga_1283	14.48	5.18	75.0064	HLCN5ALXX	1894426660	96938.67	105188466	32328449	72629626	3813.963	52604176	3812.477
ccga_1284	10.84	6.92	75.0128	HL5W3ALXX	1925708032	95176.65	122824424	38253645	84290806	4424.881	61423728	4422.638
ccga_129	16.09	4.66	74.9794	H3TKNCCXY	2709723928	139906.5	118116208	36091427	81805560	4277.225	59070672	4275.573
ccga_1291	12.8	5.86	75.00800000000001	HK5V7ALXX	1933580164	96539.01	121735228	41656160	79845014	4354.582	60881817	4352.481
ccga_1292	12.71	5.9	74.989	HKW7NALXX	2069466508	103000.5	93103418	31757936	61161572	3295.657	46562112	3294.121
ccga_1293	13.5	5.56	75.05999999999999	H75JCCCXY	1900039474	93854.18	127042494	48027783	78750523	4519.702	63536723	4517.987
ccga_1294	13.6	5.51	74.93599999999999	H7772CCXY	2867161970	145219.3	110795288	36853301	73780810	3984.931	55412050	3983.573
ccga_1300	11.57	6.48	74.9736	H7C5FCCXY	2533865250	130769.2	118695536	36881369	81600434	4317.337	59361336	4315.618
ccga_1306	13.9	5.4	75.06	H3YJHCCXY	1920694066	98280.4	105741240	33090216	72428041	3822.538	52881791	3821.146
ccga_1309	14.07	5.33	74.9931	HLC33ALXX	1850882874	95341.53	102756832	32331713	70238958	3644.672	51387627	3642.953
ccga_131	11.98	6.26	74.9948	H5TLTCCXY	2042904590	106223.1	91127180	25436542	65485965	3226.596	45574390	3225.302
ccga_1313	10.69	7.02	75.04379999999999	H5CCHCCXY	1845043394	94327.29	126439488	43342555	82785463	4419.009	63230553	4416.785
ccga_1314	13.78	5.44	74.9632	HKW7FALXX	2212631534	110026.1	100936290	31628039	69127355	3594.737	50478991	3593.137
ccga_1315	14.72	5.1	75.072	H575WCCXY	1854714612	87623.78	111934698	44143291	67498522	3949.641	55979434	3948.017
ccga_1318	15	5	75	HL2LKALXX	2166035658	110710.5	116640286	41950121	74494632	4143.675	58336489	4141.973
ccga_132	10.01	7.49	74.9749	HKMK3ALXX	2651515740	133830.9	100152360	29045300	70665898	3665.537	50084896	3663.754
ccga_1321	12.26	6.12	75.0312	H3LTYCCXY	2481824952	128381.3	110058684	34365679	75454167	3892.9	55040938	3891.336
ccga_1322	15.26	4.91	74.92660000000001	H222WCCXY	1903713538	98356.73	106562362	35767574	70566641	3840.718	53291614	3839.059
ccga_1323	5.15	14.56	74.98400000000001	H3WG2CCXY	2511714592	128210.7	166703404	36423878	129985449	6137.603	83370146	6135.295
ccga_1325	6.95	10.79	74.9905	H55L7CCXY	2040003364	103254.1	108778156	31889079	76643465	3848.72	54396386	3847.232
ccga_1327	11.86	6.32	74.9552	H2275CCXY	2078666324	106700.2	111107432	35415201	75419863	4005.037	55562890	4003.22
ccga_1329	13.34	5.62	74.9708	HK5V7ALXX	1738253512	83657.16	119540180	40834671	78420563	4298.034	59782596	4296.035
ccga_133	15.62	4.8	74.976	H2HTWCCXY	1411542094	72772.95	111084204	38556627	72201439	4031.545	55551715	4029.793
ccga_1330	13.95	5.38	75.05099999999999	H7C7YCCXY	2057532524	102545	99002006	36473696	62317809	3467.907	49511907	3466.562
ccga_1331	15.22	4.93	75.0346	H3WMLCCXY	1934126570	100810.7	99885548	33382972	66298860	3569.971	49951499	3568.598
ccga_1332	13.52	5.55	75.036	HKVYHALXX	1819952380	92789.09	119714302	43336615	76113117	4208.573	59871521	4206.78
ccga_1333	13.88	5.4	74.95200000000001	H2J3FCCXY	2005690432	97023.06	110272612	36385035	73649388	3993.705	55147159	3992.259
ccga_1336	14.98	5.01	75.0498	HCLJTCCXY	2002245918	102887.4	93509332	28462961	64899650	3378.167	46763544	3377.001
ccga_1340	14.92	5.03	75.0476	H77W3CCXY	2045425962	102599.8	108371192	35542775	72644584	3905.429	54197716	3903.858
ccga_1341	13.61	5.51	74.99109999999999	HG2J5CCXY	2711120476	134526.4	138721400	59352573	78953043	4771.377	69373247	4769.551
ccga_1347	13.53	5.54	74.9562	HCMJNCCXY	2805508304	147315.6	96630292	25120891	71376664	3568.567	48325962	3567.336
ccga_1355	19.56	3.83	74.9148	H2J2TCCXY	1908092700	96204.59	122042316	45625670	76111490	4280.847	61035594	4278.959
ccga_1356	15.56	4.82	74.9992	H2HHVCCXY	1977327792	99699.4	122591168	39814684	82437743	4404.444	61307863	4402.556
ccga_1357	15.2	4.93	74.93599999999999	HCMWLCCXY	2077106544	103813	105079426	31747895	73175699	3735.668	52550366	3734.177
ccga_1358	11.6	6.47	75.05199999999999	H23T3CCXY	2637402048	138738.3	92101588	30058944	61893103	3107.219	46057625	3105.44
ccga_136	12.81	5.85	74.9385	H3WJVCCXY	2645590492	137087.2	121633574	37661261	83769543	4489.169	60831408	4487.653
ccga_1360	15.57	4.82	75.04740000000001	HKWMLALXX	1977423150	99366.84	104096812	35357247	68518364	3736.971	52059005	3735.372
ccga_1361	15.22	4.93	75.0346	H55VFCCXY	2097672128	109529.5	93449812	24374567	68926900	3473.552	46734245	3472.366
ccga_1363	12.93	5.8	74.994	HLCN2ALXX	1776176704	92842.11	104860028	31976427	72607844	3852.345	52440399	3850.712
ccga_1364	12.02	6.24	75.0048	H75JCCCXY	2065522778	104857.9	119789950	45248420	74271455	4221.586	59908194	4220.011
ccga_1366	11.04	6.79	74.96159999999999	H3WLJCCXY	2618585180	133669.7	112230056	36153192	75864791	4032.656	56127865	4030.918
ccga_1367	14.34	5.23	74.99820000000001	HLCCKALXX	2044410936	103810.6	119669056	42273322	77124166	4241.893	59849625	4239.846
ccga_1368	12.19	6.15	74.9685	H3LJHCCXY	2699023570	138637.2	124700182	38947377	85502458	4476.135	62360433	4474.225
ccga_1369	16.07	4.67	75.0469	H573TCCXY	1805946516	94785.22	107870158	32970082	74673752	3886.722	53946133	3885.167
ccga_137	14.86	5.05	75.04299999999999	H77Y2CCXY	1907008530	95351.68	114002268	35651386	78069877	4337.658	57014664	4336.117
ccga_1370	10.89	6.89	75.0321	H2HGMCCXY	1946833628	101644.1	116877980	35211439	81480740	4203.31	58450355	4201.73
ccga_1372	13.97	5.37	75.0189	HKVYTALXX	1878784456	91345.97	116876332	39646957	76933889	4203.934	58448485	4202.053
ccga_1373	17.63	4.25	74.9275	HL2J2ALXX	2640834844	134400.2	128756266	48715436	79787475	4499.32	64394786	4497.351
ccga_1375	16.45	4.56	75.01199999999999	H72K7CCXY	2095136954	105195.8	103450694	35928428	67329989	3692.96	51739144	3691.395
ccga_1376	13.85	5.42	75.067	H5WWTCCXY	2787602648	143475.3	115470198	39730718	75541749	4124.165	57750103	4122.397
ccga_1377	15.19	4.94	75.0386	HKLVGALXX	1937838678	98514.96	101803290	31226687	70393660	3732.724	50911776	3731.367
ccga_1378	12.89	5.82	75.0198	H5WYTCCXY	1983677972	96267.86	117318396	40727861	76256051	4189.239	58669702	4187.68
ccga_1379	11.59	6.47	74.98729999999999	HKYYGALXX	2039928474	106400.8	107532818	32268974	75092028	3921.042	53778421	3919.635
ccga_1380	14.67	5.11	74.9637	H5C5NCCXY	2567731874	133712.8	111001804	31487181	79334072	4066.072	55512219	4064.606
ccga_1388	11.66	6.43	74.9738	HKCK2ALXX	2035487558	100899	113168568	42653213	70337965	4044.389	56596327	4042.637
ccga_1389	14.54	5.16	75.0264	HLC33ALXX	2056491518	106522.2	114367546	35898784	78226391	4112.74	57194499	4110.896
